year2,ifsize,fage4,firms,estabs,emp,denom,estabs_entry,estabs_entry_rate,estabs_exit,estabs_exit_rate,job_creation,job_creation_births,job_creation_continuers,job_creation_rate_births,job_creation_rate,job_destruction,job_destruction_deaths,job_destruction_continuers,job_destruction_rate_deaths,job_destruction_rate,net_job_creation,net_job_creation_rate,reallocation_rate,d_flag,firmdeath_firms,firmdeath_estabs,firmdeath_emp
1997,c) 10 to 19,e) 4,27192,28017,370637,381301,551,1.9,2730,9.4,61058,5274,55784,1.4,16,82385,35882,46503,9.4,21.6,-21327,-5.6,32,0,2289,2289,30512
1997,c) 10 to 19,f) 5,25308,26541,346084,354077,549,2,2503,9.1,55090,5851,49239,1.7,15.6,71076,30836,40240,8.7,20.1,-15986,-4.5,31.2,0,1922,1922,25632
1997,c) 10 to 19,g) 6 to 10,115068,121576,1562237,1593018,2239,1.8,9571,7.6,220807,21663,199144,1.4,13.9,282369,110381,171988,6.9,17.7,-61562,-3.8,27.8,0,6517,6517,86064
1997,c) 10 to 19,h) 11 to 15,87719,94918,1184728,1203854,1629,1.7,6166,6.3,145724,14141,131583,1.2,12.1,183976,64185,119791,5.3,15.3,-38252,-3.2,24.2,0,3417,3418,45336
1997,c) 10 to 19,i) 16 to 20,68907,77521,936583,946325,1734,2.2,4687,5.9,113051,12470,100581,1.3,11.9,132535,42554,89981,4.5,14,-19484,-2.1,23.8,0,2105,2105,27755
1997,c) 10 to 19,l) Left Censored,127352,142292,1763032,1770512,2878,2,7241,5,202297,22962,179335,1.3,11.4,217257,67462,149795,3.8,12.3,-14960,-0.9,22.8,0,3272,3272,43935
1997,d) 20 to 49,a) 0,17329,19213,509064,255317,19158,199.4,0,0,507495,507495,0,198.8,198.8,0,0,0,0,0,507495,198.8,0,0,,,
1997,d) 20 to 49,b) 1,14533,16099,474837,487506,901,5.3,2880,16.8,122581,10922,111659,2.2,25.1,147918,82659,65259,17,30.3,-25337,-5.2,50.2,0,2471,2471,72007
1997,d) 20 to 49,c) 2,15859,17514,483668,502641,762,4.2,2324,12.7,95301,10569,84732,2.1,19,133247,67808,65439,13.5,26.5,-37946,-7.5,38,0,2001,2001,59472
1997,d) 20 to 49,d) 3,15247,17106,464690,478238,650,3.7,1952,11,85006,11041,73965,2.3,17.8,112102,53305,58797,11.1,23.4,-27096,-5.6,35.6,0,1539,1539,45092
1997,d) 20 to 49,e) 4,13977,15509,417377,431155,508,3.2,1487,9.3,66041,7017,59024,1.6,15.3,93596,42034,51562,9.7,21.7,-27555,-6.4,30.6,0,1238,1238,36538
1997,d) 20 to 49,f) 5,13627,15974,413877,423020,633,3.8,1575,9.6,68468,7970,60498,1.9,16.2,86753,37367,49386,8.8,20.5,-18285,-4.3,32.4,0,1025,1025,30311
1997,d) 20 to 49,g) 6 to 10,64628,78351,1949226,1983562,3029,3.8,6457,8.1,278695,34073,244622,1.7,14.1,347366,135978,211388,6.9,17.5,-68671,-3.4,28.2,0,3293,3293,96744
1997,d) 20 to 49,h) 11 to 15,53941,69535,1645038,1658197,2767,3.9,4997,7.1,220722,29424,191298,1.8,13.3,247040,83408,163632,5,14.9,-26318,-1.6,26.6,0,1789,1789,52303
1997,d) 20 to 49,i) 16 to 20,46165,65696,1412467,1419405,3027,4.6,4546,6.8,184927,28525,156402,2,13,198803,63106,135697,4.4,14,-13876,-1,26,0,1145,1145,33776
1997,d) 20 to 49,l) Left Censored,103330,141990,3231586,3231336,5433,3.8,7846,5.5,372169,53790,318379,1.7,11.5,371668,107188,264480,3.3,11.5,501,0,23,0,1847,1849,55160
1997,e) 50 to 99,a) 0,4072,5383,274066,137322,5375,199.7,0,0,273488,273488,0,199.2,199.2,0,0,0,0,0,273488,199.2,0,0,,,
1997,e) 50 to 99,b) 1,3502,4652,245788,254737,657,14,722,15.4,65020,16158,48862,6.3,25.5,82918,46488,36430,18.2,32.6,-17898,-7.1,51,0,579,579,39209
1997,e) 50 to 99,c) 2,3867,5115,269389,281071,434,8.3,702,13.4,56598,8627,47971,3.1,20.1,79962,42513,37449,15.1,28.4,-23364,-8.3,40.2,0,543,543,36503
1997,e) 50 to 99,d) 3,3865,5368,260954,269885,387,7.1,540,9.9,47309,7522,39787,2.8,17.5,65170,30081,35089,11.1,24.1,-17861,-6.6,35,0,367,368,25043
1997,e) 50 to 99,e) 4,3343,4719,232275,236238,518,11.1,420,9,46235,6705,39530,2.8,19.6,54160,24900,29260,10.5,22.9,-7925,-3.3,39.2,0,304,305,20920
1997,e) 50 to 99,f) 5,3453,5358,235155,240717,448,8.3,494,9.2,40742,7106,33636,3,16.9,51866,21549,30317,9,21.5,-11124,-4.6,33.8,0,243,243,16630
1997,e) 50 to 99,g) 6 to 10,17467,28593,1200619,1217343,2444,8.5,2463,8.6,192153,36180,155973,3,15.8,225601,84202,141399,6.9,18.5,-33448,-2.7,31.6,0,830,830,55480
1997,e) 50 to 99,h) 11 to 15,16356,29834,1132011,1136835,2260,7.6,2259,7.6,166544,29795,136749,2.6,14.6,176191,58132,118059,5.1,15.5,-9647,-0.9,29.2,0,446,447,30158
1997,e) 50 to 99,i) 16 to 20,15243,33483,1046467,1049864,2725,8.2,2570,7.7,149236,34104,115132,3.2,14.2,156030,47383,108647,4.5,14.9,-6794,-0.7,28.4,0,306,306,20494
1997,e) 50 to 99,l) Left Censored,41356,82682,2895469,2891690,5332,6.4,5291,6.4,351160,66843,284317,2.3,12.1,343601,95558,248043,3.3,11.9,7559,0.2,23.8,0,535,535,36717
1997,f) 100 to 249,a) 0,1728,3130,252492,126418,3126,199.7,0,0,252149,252149,0,199.5,199.5,0,0,0,0,0,252149,199.5,0,0,,,
1997,f) 100 to 249,b) 1,1405,2484,215679,219053,568,23.7,380,15.9,72723,26595,46128,12.1,33.2,79471,45599,33872,20.8,36.3,-6748,-3.1,66.4,0,252,252,36906
1997,f) 100 to 249,c) 2,1550,3062,237438,244054,629,21.4,379,12.9,60483,14668,45815,6,24.8,73715,39856,33859,16.3,30.2,-13232,-5.4,49.6,0,209,209,31475
1997,f) 100 to 249,d) 3,1582,2942,231463,237996,380,12.9,369,12.6,50092,11660,38432,4.9,21,63157,28814,34343,12.1,26.5,-13065,-5.5,42,0,144,144,21405
1997,f) 100 to 249,e) 4,1334,2273,196486,201528,274,12.2,222,9.9,36691,6331,30360,3.1,18.2,46774,21241,25533,10.5,23.2,-10083,-5,36.4,0,113,113,16535
1997,f) 100 to 249,f) 5,1482,3588,217941,222424,442,12.5,359,10.1,40147,9212,30935,4.1,18,49113,19322,29791,8.7,22.1,-8966,-4.1,36,0,87,87,12646
1997,f) 100 to 249,g) 6 to 10,7839,21033,1174487,1183558,2830,13.7,1995,9.7,210982,53189,157793,4.5,17.8,229123,87120,142003,7.4,19.4,-18141,-1.6,35.6,0,306,306,43590
1997,f) 100 to 249,h) 11 to 15,8198,25369,1224999,1233941,2825,11.3,2095,8.4,192113,55688,136425,4.5,15.6,209997,69302,140695,5.6,17,-17884,-1.4,31.2,0,176,176,25868
1997,f) 100 to 249,i) 16 to 20,8803,35246,1316881,1317560,4021,11.6,2836,8.2,209334,64954,144380,4.9,15.9,210692,58880,151812,4.5,16,-1358,-0.1,31.8,0,106,106,15810
1997,f) 100 to 249,l) Left Censored,25833,90572,3928375,3928574,7772,8.6,6336,7.1,508753,124365,384388,3.2,13,509151,144302,364849,3.7,13,-398,0,26,0,253,253,37159
1997,g) 250 to 499,a) 0,421,1397,144355,72328,1396,199.9,0,0,144055,144055,0,199.2,199.2,0,0,0,0,0,144055,199.2,0,0,,,
1997,g) 250 to 499,b) 1,335,1079,115350,115477,401,43.1,103,11.1,45756,23942,21814,20.7,39.6,46009,29386,16623,25.4,39.8,-253,-0.2,79.2,0,67,67,22589
1997,g) 250 to 499,c) 2,305,1289,97242,107091,468,40.9,177,15.5,22837,7206,15631,6.7,21.3,42535,26641,15894,24.9,39.7,-19698,-18.4,42.6,0,66,66,21985
1997,g) 250 to 499,d) 3,323,1060,113545,116103,248,25,112,11.3,30213,11577,18636,10,26,35328,19185,16143,16.5,30.4,-5115,-4.4,52,0,36,36,12564
1997,g) 250 to 499,e) 4,298,914,91786,95865,168,19.3,73,8.4,19207,6594,12613,6.9,20,27365,11574,15791,12.1,28.5,-8158,-8.5,40,0,26,26,8470
1997,g) 250 to 499,f) 5,334,1572,109686,112381,191,12.4,119,7.8,21119,6283,14836,5.6,18.8,26508,11373,15135,10.1,23.6,-5389,-4.8,37.6,0,17,17,6221
1997,g) 250 to 499,g) 6 to 10,1822,9781,610737,617787,1505,16.1,639,6.8,108999,35313,73686,5.7,17.6,123099,46480,76619,7.5,19.9,-14100,-2.3,35.2,0,60,60,20220
1997,g) 250 to 499,h) 11 to 15,2049,12847,692429,692322,1656,13.2,1009,8.1,112436,38003,74433,5.5,16.2,112222,36322,75900,5.2,16.2,214,0,32.4,0,38,38,12163
1997,g) 250 to 499,i) 16 to 20,2393,18957,806135,804638,1937,10.4,1285,6.9,124227,40040,84187,5,15.4,121233,37026,84207,4.6,15.1,2994,0.3,30.2,0,24,24,8030
1997,g) 250 to 499,l) Left Censored,8659,62236,2981766,2970064,4667,7.5,4076,6.6,381695,99921,281774,3.4,12.9,358291,99502,258789,3.4,12.1,23404,0.8,24.2,0,46,46,15442
1997,h) 500 to 999,a) 0,120,670,79979,39990,670,200,0,0,79979,79979,0,200,200,0,0,0,0,0,79979,200,0,0,,,
1997,h) 500 to 999,b) 1,116,459,70101,68430,70,15.4,63,13.8,17641,7873,9768,11.5,25.8,14299,2018,12281,2.9,20.9,3342,4.9,41.8,0,,,
1997,h) 500 to 999,c) 2,113,520,71237,76542,141,30.1,37,7.9,19227,6885,12342,9,25.1,29836,17895,11941,23.4,39,-10609,-13.9,50.2,0,18,18,12596
1997,h) 500 to 999,d) 3,106,555,64260,67513,128,23.7,99,18.3,17345,7167,10178,10.6,25.7,23850,12962,10888,19.2,35.3,-6505,-9.6,51.4,0,12,12,8746
1997,h) 500 to 999,e) 4,103,678,58353,65079,77,11.7,43,6.5,8354,3122,5232,4.8,12.8,21805,6954,14851,10.7,33.5,-13451,-20.7,25.6,1,7,7,
1997,h) 500 to 999,f) 5,127,1142,84631,84774,126,11.1,107,9.4,14619,4414,10205,5.2,17.2,14904,4288,10616,5.1,17.6,-285,-0.4,34.4,1,2,2,
1997,h) 500 to 999,g) 6 to 10,827,6810,550565,547825,1375,21.6,502,7.9,93735,32486,61249,5.9,17.1,88255,25940,62315,4.7,16.1,5480,1,32.2,0,14,14,8345
1997,h) 500 to 999,h) 11 to 15,852,9298,564594,555764,1226,13.6,618,6.9,94080,29186,64894,5.3,16.9,76419,23052,53367,4.1,13.8,17661,3.1,27.6,0,5,5,3583
1997,h) 500 to 999,i) 16 to 20,1046,13733,720786,710245,1493,11.1,999,7.4,119272,37061,82211,5.2,16.8,98191,24659,73532,3.5,13.8,21081,3,27.6,0,4,4,2405
1997,h) 500 to 999,l) Left Censored,4490,58336,3075842,3056073,4859,8.4,4048,7,393834,103698,290136,3.4,12.9,354295,107326,246969,3.5,11.6,39539,1.3,23.2,0,14,14,8704
1997,i) 1000 to 2499,a) 0,23,208,35002,17501,208,200,0,0,35002,35002,0,200,200,0,0,0,0,0,35002,200,0,0,,,
1997,i) 1000 to 2499,b) 1,66,386,76590,76566,32,7.7,91,21.9,19230,10208,9022,13.3,25.1,19181,,18632,,25.1,49,0,50.2,1,,,
1997,i) 1000 to 2499,c) 2,41,532,56008,58251,297,76.3,11,2.8,18802,3471,15331,6,32.3,23287,,13366,,40,-4485,-7.7,64.6,1,7,7,9864
1997,i) 1000 to 2499,d) 3,45,612,64952,63332,191,35.9,30,5.6,18878,7095,11783,11.2,29.8,15637,7904,7733,12.5,24.7,3241,5.1,49.4,1,4,4,
1997,i) 1000 to 2499,e) 4,47,1317,68540,69165,422,37.3,52,4.6,16477,9238,7239,13.4,23.8,17728,10393,7335,15,25.6,-1251,-1.8,47.6,0,5,5,7200
1997,i) 1000 to 2499,f) 5,63,1162,84258,87069,218,19.4,143,12.7,14828,6107,8721,7,17,20451,6626,13825,7.6,23.5,-5623,-6.5,34,1,3,3,
1997,i) 1000 to 2499,g) 6 to 10,484,7684,681473,697530,1534,21.2,628,8.7,100183,32783,67400,4.7,14.4,132296,39768,92528,5.7,19,-32113,-4.6,28.8,0,6,6,9457
1997,i) 1000 to 2499,h) 11 to 15,457,9041,671926,658892,1137,12.9,733,8.3,111766,43858,67908,6.7,17,85699,30967,54732,4.7,13,26067,4,26,1,1,1,
1997,i) 1000 to 2499,i) 16 to 20,597,17251,866060,859747,2547,15.2,1530,9.1,145703,64377,81326,7.5,16.9,133076,37550,95526,4.4,15.5,12627,1.4,31,0,5,5,8501
1997,i) 1000 to 2499,l) Left Censored,3244,79179,4683645,4694813,6647,8.4,7290,9.2,555390,142192,413198,3,11.8,577726,187747,389979,4,12.3,-22336,-0.5,23.6,1,12,12,
1997,j) 2500 to 4999,a) 0,8,8,25249,12625,8,200,0,0,25249,25249,0,200,200,0,0,0,0,0,25249,200,0,0,,,
1997,j) 2500 to 4999,b) 1,8,28,20895,22491,7,25.5,7,25.5,4121,,,,18.3,7313,,3014,,32.5,-3192,-14.2,36.6,1,,,
1997,j) 2500 to 4999,c) 2,15,234,20472,25592,62,30,5,2.4,6488,,,,25.4,16728,9911,6817,38.7,65.4,-10240,-40,50.8,1,3,3,9175
1997,j) 2500 to 4999,d) 3,18,221,49218,46638,20,9.4,3,1.4,11242,,,,24.1,6082,,5933,,13,5160,11.1,26,1,,,
1997,j) 2500 to 4999,e) 4,8,168,19766,21282,143,146.7,2,2.1,5917,4444,1473,20.9,27.8,8949,,1341,,42,-3032,-14.2,55.6,1,2,2,
1997,j) 2500 to 4999,f) 5,17,493,57034,53778,40,8,57,11.4,10812,3065,7747,5.7,20.1,4300,1656,2644,3.1,8,6512,12.1,16,0,,,
1997,j) 2500 to 4999,g) 6 to 10,159,4080,453821,452997,612,15.6,305,7.8,73941,29885,44056,6.6,16.3,72293,14667,57626,3.2,16,1648,0.3,32,0,,,
1997,j) 2500 to 4999,h) 11 to 15,140,6529,383609,389210,859,13.5,501,7.9,56544,18653,37891,4.8,14.5,67745,20019,47726,5.1,17.4,-11201,-2.9,29,1,1,1,
1997,j) 2500 to 4999,i) 16 to 20,204,10028,562356,560943,1309,13,1389,13.8,90214,43463,46751,7.7,16.1,87390,24804,62586,4.4,15.6,2824,0.5,31.2,0,,,
1997,j) 2500 to 4999,l) Left Censored,1301,75344,4040979,4042342,6836,9.1,6743,9,524743,170690,354053,4.2,13,527468,171473,355995,4.2,13,-2725,0,26,0,,,
1997,k) 5000 to 9999,a) 0,2,2,,,2,200,0,0,,,,,,,,,,,,,,1,,,
1997,k) 5000 to 9999,b) 1,2,8,,,7,127.3,2,36.4,,,,,,,,,,,,,,1,,,
1997,k) 5000 to 9999,c) 2,6,804,,,98,10.9,286,31.8,,,,,,,,,,,,,,1,,,
1997,k) 5000 to 9999,d) 3,8,95,,31454,7,7.3,8,8.4,1281,,,,4.1,16718,,5945,,53.2,-15437,-49.1,8.2,1,1,1,
1997,k) 5000 to 9999,e) 4,9,62,17626,26095,15,27.3,1,1.8,2601,,,,10,19538,,15209,,74.9,-16937,-64.9,20,1,,,
1997,k) 5000 to 9999,f) 5,5,434,25982,24303,175,50.4,1,0.3,5238,,,,21.6,1879,,1858,,7.7,3359,13.9,15.4,1,,,
1997,k) 5000 to 9999,g) 6 to 10,52,4333,274259,269325,519,12.3,263,6.2,47756,23005,24751,8.5,17.7,37887,4150,33737,1.5,14.1,9869,3.6,28.2,0,,,
1997,k) 5000 to 9999,h) 11 to 15,58,3932,307031,312839,507,13.4,232,6.1,44251,16172,28079,5.2,14.1,55868,26083,29785,8.3,17.9,-11617,-3.8,28.2,1,1,1,
1997,k) 5000 to 9999,i) 16 to 20,99,7232,486844,479038,910,12.9,559,7.9,81625,33255,48370,6.9,17,66013,18187,47826,3.8,13.8,15612,3.2,27.6,0,,,
1997,k) 5000 to 9999,l) Left Censored,756,88660,4341165,4323721,9956,11.2,9781,11,612384,205069,407315,4.7,14.2,577497,185913,391584,4.3,13.4,34887,0.8,26.8,1,1,1,
1997,l) 10000+,a) 0,1,1,,,1,200,0,0,,,,,,,,,,,,,,1,,,
1997,l) 10000+,b) 1,12,21,,,2,8.9,6,26.7,,,,,,,,,,,,,,1,,,
1997,l) 10000+,c) 2,5,6,,,0,0,5,58.8,,0,,,,,,,,,,,,1,,,
1997,l) 10000+,d) 3,9,342,,14293,12,3.5,15,4.4,1393,,,,9.7,2901,1067,1834,7.5,20.3,-1508,-10.6,19.4,1,,,
1997,l) 10000+,e) 4,11,718,72125,76083,160,23.7,72,10.7,15706,,,,20.6,23621,,18840,,31,-7915,-10.4,41.2,1,,,
1997,l) 10000+,f) 5,8,134,70872,60444,2,1.5,2,1.5,23733,,,,39.3,2877,,2875,,4.8,20856,34.5,9.6,1,,,
1997,l) 10000+,g) 6 to 10,65,3361,362627,350920,595,18.3,429,13.2,82057,41030,41027,11.7,23.4,58642,17291,41351,4.9,16.7,23415,6.7,33.4,0,,,
1997,l) 10000+,h) 11 to 15,84,9213,650786,643075,2324,27.1,1010,11.8,140551,71519,69032,11.1,21.9,125130,51373,73757,8,19.5,15421,2.4,39,1,1,1,
1997,l) 10000+,i) 16 to 20,100,10529,866048,843674,886,8.4,855,8.1,141896,69968,71928,8.3,16.8,97147,20042,77105,2.4,11.5,44749,5.3,23,0,,,
1997,l) 10000+,l) Left Censored,993,375108,22698970,22596175,41659,11.1,43764,11.6,3368210,1165768,2202442,5.2,14.9,3162620,1148198,2014422,5.1,14,205590,0.9,28,0,,,
1998,a) 1 to 4,a) 0,369084,369190,686613,345916,365977,198.3,0,0,681395,681395,0,197,197,0,0,0,0,0,681395,197,0,0,,,
1998,a) 1 to 4,b) 1,280274,280431,782867,736568,83,0,90993,27.6,299162,392,298770,0.1,40.6,206564,154752,51812,21,28,92598,12.6,56,0,71667,71667,124156
1998,a) 1 to 4,c) 2,215057,215151,536120,525601,7485,3.1,50679,21.3,154431,13230,141201,2.5,29.4,133392,90597,42795,17.2,25.4,21039,4,50.8,0,40582,40582,73647
1998,a) 1 to 4,d) 3,180158,180243,441389,434246,6897,3.5,36218,18.5,115430,12028,103402,2.8,26.6,101144,65457,35687,15.1,23.3,14286,3.3,46.6,0,28645,28645,52687
1998,a) 1 to 4,e) 4,149350,149433,367355,361669,5670,3.5,27268,17,91196,9927,81269,2.7,25.2,79823,50065,29758,13.8,22.1,11373,3.1,44.2,0,21487,21487,40107
1998,a) 1 to 4,f) 5,126333,126409,306771,303417,4690,3.5,21085,15.7,70344,8048,62296,2.7,23.2,63635,38604,25031,12.7,21,6709,2.2,42,0,16679,16679,31148
1998,a) 1 to 4,g) 6 to 10,472449,472870,1154043,1136991,17698,3.6,66299,13.3,248201,30545,217656,2.7,21.8,214096,121596,92500,10.7,18.8,34105,3,37.6,0,50967,50967,95319
1998,a) 1 to 4,h) 11 to 15,335323,335789,822913,809224,11531,3.3,37743,10.8,158915,19492,139423,2.4,19.6,131537,68518,63019,8.5,16.3,27378,3.3,32.6,0,28247,28247,52375
1998,a) 1 to 4,i) 16 to 20,205790,206326,513495,503214,6301,2.9,22737,10.6,99477,11000,88477,2.2,19.8,78915,41223,37692,8.2,15.7,20562,4.1,31.4,0,17055,17055,31633
1998,a) 1 to 4,j) 21 to 25,35992,36201,87923,87287,1130,3,4278,11.3,15567,1996,13571,2.3,17.8,14295,7615,6680,8.7,16.4,1272,1.4,32.8,0,3164,3164,5748
1998,a) 1 to 4,l) Left Censored,269160,270095,670180,669384,5737,2,30279,10.7,105099,9821,95278,1.5,15.7,103507,55990,47517,8.4,15.5,1592,0.2,31,0,24231,24231,45345
1998,b) 5 to 9,a) 0,79816,80082,514098,258193,79715,199.1,0,0,511810,511810,0,198.2,198.2,0,0,0,0,0,511810,198.2,0,0,,,
1998,b) 5 to 9,b) 1,66294,66730,505774,511135,76,0.1,13908,18.8,143184,555,142629,0.1,28,153906,88896,65010,17.4,30.1,-10722,-2.1,56,0,11830,11830,75930
1998,b) 5 to 9,c) 2,64367,64736,447552,460241,1260,1.8,9630,13.9,96202,8067,88135,1.8,20.9,121579,62108,59471,13.5,26.4,-25377,-5.5,41.8,0,8113,8113,52482
1998,b) 5 to 9,d) 3,59505,59874,406105,417276,1126,1.8,7493,11.9,77668,7295,70373,1.7,18.6,100009,48174,51835,11.5,24,-22341,-5.4,37.2,0,6285,6285,40597
1998,b) 5 to 9,e) 4,53528,53908,363868,372457,966,1.7,5811,10.3,65453,6195,59258,1.7,17.6,82630,37483,45147,10.1,22.2,-17177,-4.6,35.2,0,4865,4865,31560
1998,b) 5 to 9,f) 5,47788,48083,323137,330516,821,1.6,4734,9.5,54132,5285,48847,1.6,16.4,68889,30683,38206,9.3,20.8,-14757,-4.4,32.8,0,3925,3925,25549
1998,b) 5 to 9,g) 6 to 10,196865,198699,1318937,1345833,3049,1.5,15577,7.6,195813,19664,176149,1.5,14.5,249604,99787,149817,7.4,18.5,-53791,-4,29,0,12504,12504,81463
1998,b) 5 to 9,h) 11 to 15,152126,154526,1008559,1027166,1930,1.2,9390,5.9,128476,12557,115919,1.2,12.5,165690,59015,106675,5.7,16.1,-37214,-3.6,25,0,7080,7080,46057
1998,b) 5 to 9,i) 16 to 20,104661,106970,696814,708539,1059,1,5706,5.2,81461,7107,74354,1,11.5,104910,35330,69580,5,14.8,-23449,-3.3,23,0,4134,4134,26956
1998,b) 5 to 9,j) 21 to 25,18762,19810,126463,128017,173,0.9,1106,5.5,15906,1216,14690,0.9,12.4,19014,6401,12613,5,14.9,-3108,-2.5,24.8,0,703,703,4498
1998,b) 5 to 9,l) Left Censored,159205,163485,1071658,1087681,1148,0.7,8144,4.9,116212,7801,108411,0.7,10.7,148258,49730,98528,4.6,13.6,-32046,-2.9,21.4,0,5923,5923,38489
1998,c) 10 to 19,a) 0,37451,38043,496580,249140,37913,199.3,0,0,494881,494881,0,198.6,198.6,0,0,0,0,0,494881,198.6,0,0,,,
1998,c) 10 to 19,b) 1,30435,31457,459116,468655,98,0.3,5858,17,119072,1734,117338,0.4,25.4,138149,76420,61729,16.3,29.5,-19077,-4.1,50.8,0,5055,5055,66855
1998,c) 10 to 19,c) 2,31885,32865,444628,460412,585,1.7,4650,13.3,90094,7784,82310,1.7,19.6,121661,61033,60628,13.3,26.4,-31567,-6.8,39.2,0,3996,3996,53136
1998,c) 10 to 19,d) 3,30546,31585,423032,434965,570,1.7,3650,11,77613,7654,69959,1.8,17.8,101479,47975,53504,11,23.3,-23866,-5.5,35.6,0,3087,3087,41215
1998,c) 10 to 19,e) 4,28417,29386,390916,400527,439,1.4,2891,9.4,65303,5680,59623,1.4,16.3,84524,37488,47036,9.4,21.1,-19221,-4.8,32.6,0,2423,2423,32093
1998,c) 10 to 19,f) 5,25526,26366,347492,356240,342,1.3,2242,8.2,53362,4481,48881,1.3,15,70858,29173,41685,8.2,19.9,-17496,-4.9,30,0,1844,1844,24519
1998,c) 10 to 19,g) 6 to 10,111929,117616,1510954,1545873,1369,1.1,8501,7,203557,17124,186433,1.1,13.2,273394,105205,168189,6.8,17.7,-69837,-4.5,26.4,0,6321,6321,84256
1998,c) 10 to 19,h) 11 to 15,89915,96922,1219430,1237641,1036,1,5439,5.5,147263,12382,134881,1,11.9,183684,63011,120673,5.1,14.8,-36421,-2.9,23.8,0,3469,3469,45990
1998,c) 10 to 19,i) 16 to 20,66025,72270,890439,904016,606,0.8,3304,4.5,94605,7137,87468,0.8,10.5,121759,37630,84129,4.2,13.5,-27154,-3,21,0,2035,2035,27011
1998,c) 10 to 19,j) 21 to 25,13489,16841,189503,190166,245,1.4,943,5.5,24013,3751,20262,2,12.6,25339,8380,16959,4.4,13.3,-1326,-0.7,25.2,0,348,348,4657
1998,c) 10 to 19,l) Left Censored,120636,134615,1659046,1675525,910,0.7,5678,4.1,166655,11679,154976,0.7,9.9,199612,59322,140290,3.5,11.9,-32957,-2,19.8,0,2962,2962,39467
1998,d) 20 to 49,a) 0,20028,21267,594597,298105,21207,199.4,0,0,592985,592985,0,198.9,198.9,0,0,0,0,0,592985,198.9,0,0,,,
1998,d) 20 to 49,b) 1,14498,16356,469717,486429,155,0.9,2795,15.8,112284,4068,108216,0.8,23.1,145708,78561,67147,16.2,30,-33424,-6.9,46.2,0,2282,2282,66486
1998,d) 20 to 49,c) 2,15746,17398,478781,502308,314,1.7,2455,13.3,90506,7867,82639,1.6,18,137560,69961,67599,13.9,27.4,-47054,-9.4,36,0,2060,2060,61096
1998,d) 20 to 49,d) 3,15316,17053,461443,478706,250,1.4,1834,10.3,77972,6288,71684,1.3,16.3,112498,50775,61723,10.6,23.5,-34526,-7.2,32.6,0,1491,1491,43732
1998,d) 20 to 49,e) 4,14943,16872,452096,464885,265,1.5,1533,8.7,74506,6132,68374,1.3,16,100084,41735,58349,9,21.5,-25578,-5.5,32,0,1231,1231,35635
1998,d) 20 to 49,f) 5,13505,15110,402190,414380,224,1.4,1259,8.1,59050,5208,53842,1.3,14.3,83429,34615,48814,8.4,20.1,-24379,-5.8,28.6,0,999,999,29219
1998,d) 20 to 49,g) 6 to 10,62833,74721,1890874,1931181,977,1.3,5293,6.9,250835,20359,230476,1.1,13,331449,126926,204523,6.6,17.2,-80614,-4.2,26,0,3270,3270,97371
1998,d) 20 to 49,h) 11 to 15,54821,69466,1666068,1688079,851,1.2,3761,5.3,195312,15515,179797,0.9,11.6,239334,79949,159385,4.7,14.2,-44022,-2.6,23.2,0,1864,1864,54676
1998,d) 20 to 49,i) 16 to 20,42945,56394,1312035,1322743,583,1,2742,4.8,144709,9789,134920,0.7,10.9,166125,50512,115613,3.8,12.6,-21416,-1.7,21.8,0,1093,1093,31735
1998,d) 20 to 49,j) 21 to 25,10380,18149,329243,328360,249,1.3,922,5,41683,3167,38516,1,12.7,39916,12984,26932,4,12.2,1767,0.5,24.4,0,178,178,5110
1998,d) 20 to 49,l) Left Censored,99303,136149,3103813,3114797,1378,1,5561,4,305277,23598,281679,0.8,9.8,327245,94053,233192,3,10.5,-21968,-0.7,19.6,0,1728,1728,51061
1998,e) 50 to 99,a) 0,5321,6302,360754,180777,6291,199.7,0,0,359955,359955,0,199.1,199.1,0,0,0,0,0,359955,199.1,0,0,,,
1998,e) 50 to 99,b) 1,3482,4780,253718,261178,159,3.2,644,12.8,59849,6210,53639,2.4,22.9,74769,38954,35815,14.9,28.6,-14920,-5.7,45.8,0,503,503,33560
1998,e) 50 to 99,c) 2,3866,5165,268700,281522,116,2.1,595,11,53706,4282,49424,1.5,19.1,79350,38066,41284,13.5,28.2,-25644,-9.1,38.2,0,488,488,33297
1998,e) 50 to 99,d) 3,3821,5090,257202,269361,111,2.1,508,9.6,42536,4477,38059,1.7,15.8,66854,29064,37790,10.8,24.8,-24318,-9,31.6,0,354,354,24138
1998,e) 50 to 99,e) 4,3695,5275,252891,261673,125,2.3,508,9.3,41425,3473,37952,1.3,15.8,58988,23562,35426,9,22.5,-17563,-6.7,31.6,0,285,285,18906
1998,e) 50 to 99,f) 5,3236,4547,218804,227086,128,2.7,361,7.7,33174,3749,29425,1.7,14.6,49737,19890,29847,8.8,21.9,-16563,-7.3,29.2,0,245,245,16589
1998,e) 50 to 99,g) 6 to 10,16468,26073,1126113,1151418,595,2.2,1743,6.5,147280,15107,132173,1.3,12.8,197890,71855,126035,6.2,17.2,-50610,-4.4,25.6,0,760,760,51367
1998,e) 50 to 99,h) 11 to 15,16275,29284,1125879,1138096,738,2.5,1787,6,137677,14057,123620,1.2,12.1,162110,53064,109046,4.7,14.2,-24433,-2.1,24.2,0,456,456,30755
